,0,1,2,3,4,5,6,7
21,0.02839606,0.02839606,0.026666434,0.026666434,0.026536677,0.028094675,0.027794583,0.02834894
22,0.01810311,0.01810311,0.017100906,0.017100906,0.025077188,0.020476533,0.019719675,0.018867832
23,0.019117607,0.019117607,0.021516336,0.021516336,0.019695666,0.018913591,0.020599173,0.020614726
24,0.017592508,0.019071694,0.019342678,0.019342678,0.01858693,0.01830786,0.018688103,0.019402364
25,0.02054987,0.02054987,0.022312548,0.022312548,0.01995977,0.020748677,0.021339308,0.021271167
26,0.029895464,0.016800301,0.02703447,0.02703447,0.027783012,0.027389007,0.029217685,0.029812053
27,0.018397862,0.018397862,0.020137625,0.020137625,0.023915902,0.019638777,0.023946192,0.023141954
28,0.019468412,0.019468412,0.023621231,0.023621231,0.019265719,0.018843446,0.019994779,0.019576024
29,0.017003128,0.017003128,0.01924286,0.01924286,0.017857712,0.018174866,0.018975565,0.019491805
30,0.033380818,0.033380818,0.02550248,0.030559737,0.030406032,0.03232614,0.027657647,0.030756524
31,0.035412423,0.035412423,0.025088474,0.01756918,0.029377127,0.030402089,0.028142488,0.02110928
32,0.025885085,0.025885085,0.023609875,0.023609875,0.027169919,0.026728412,0.023706073,0.023557574
33,0.033640336,0.033640336,0.028073406,0.028073406,0.031013113,0.030372256,0.027657952,0.026409997
34,0.025349885,0.025349885,0.021197107,0.021197107,0.023092445,0.024064237,0.021111984,0.020934649
35,0.036780953,0.036780953,0.03200899,0.03200899,0.036525477,0.03680688,0.03226585,0.03287917
36,0.03980126,0.03980126,0.022463264,0.022463264,0.02831172,0.03321916,0.02433137,0.024215512
37,0.029389892,0.029389892,0.021522056,0.021522056,0.027546545,0.025225766,0.022781655,0.022955356
38,0.03361919,0.03361919,0.028700715,0.028700715,0.03384881,0.03368179,0.030071642,0.030557126
39,0.02674394,0.02674394,0.023810674,0.02528494,0.026739303,0.026873628,0.023613987,0.023416735
40,0.04438217,0.04438217,0.025853055,0.035902392,0.03780822,0.038150933,0.032612212,0.033567704
41,0.028687617,0.028687617,0.019613236,0.024779256,0.025005069,0.028946036,0.023768459,0.028804991
42,0.028646138,0.028646138,0.02331619,0.02331619,0.028990114,0.028049117,0.02267202,0.022879848
43,0.03498958,0.03498958,0.02397031,0.02787662,0.032697257,0.032262485,0.027515603,0.029345708
44,0.026274385,0.026274385,0.023608565,0.023608565,0.026106935,0.027882969,0.02364172,0.023068383
45,0.016629856,0.016629856,0.01713753,0.01713753,0.016835595,0.016082669,0.01620519,0.016108429
46,0.013956043,0.013956043,0.015045198,0.015045198,0.015387776,0.015447453,0.014717989,0.014585054
47,0.016771926,0.016771926,0.016822169,0.016822169,0.016173115,0.01671611,0.016026534,0.016464582
48,0.015422009,0.015422009,0.015081078,0.015081078,0.014866644,0.015429684,0.014895622,0.015004043
49,0.016053338,0.016053338,0.016168159,0.016168159,0.014616963,0.015257492,0.014476487,0.014660561
50,0.018570349,0.018570349,0.019433087,0.019433087,0.016735367,0.016069027,0.016364792,0.016611207
51,0.015168317,0.015168317,0.016937487,0.016937487,0.015118621,0.015031367,0.0147262495,0.0150258085
52,0.014827533,0.014827533,0.01567415,0.01567415,0.015746566,0.015372435,0.014170081,0.01378664
53,0.01614734,0.01614734,0.015235099,0.015235099,0.015320734,0.0159383,0.015323161,0.015441368
54,0.017231978,0.017231978,0.013885577,0.013885577,0.016220381,0.016633078,0.0148589155,0.0151822725
55,0.013239179,0.013239179,0.013288455,0.013288455,0.013317416,0.0134947,0.0133922575,0.013645652
56,0.01836982,0.01836982,0.018273288,0.018273288,0.017387765,0.017436827,0.017373232,0.015733927
57,0.016920345,0.016920345,0.018671708,0.018671708,0.016217722,0.016608972,0.015842235,0.016044648
58,0.017262347,0.017262347,0.017879076,0.017879076,0.016141014,0.016435139,0.016558943,0.016089752
59,0.015505457,0.015505457,0.015108991,0.015108991,0.014450303,0.015147746,0.013524265,0.013676637
60,0.018696267,0.018696267,0.018161008,0.018161008,0.018212536,0.017541876,0.016591316,0.016762564
61,0.014844506,0.014844506,0.01377914,0.01377914,0.014567472,0.0145875225,0.014287984,0.014235018
62,0.014109765,0.014109765,0.016331974,0.016331974,0.013757601,0.013838544,0.014757985,0.014741703
63,0.015557622,0.015557622,0.018956618,0.018956618,0.016506955,0.017136129,0.014725197,0.014779462
64,0.013712664,0.013712664,0.015633449,0.015633449,0.01493649,0.01460529,0.014840574,0.014621204
65,0.015486959,0.015486959,0.015005395,0.015005395,0.01661495,0.016449522,0.015085551,0.016306706
66,0.016998973,0.016998973,0.015762676,0.015762676,0.013726108,0.013038746,0.013149889,0.013209006
67,0.01611434,0.015933828,0.014844778,0.014844778,0.014924653,0.015253158,0.015212845,0.01479458
68,0.014959239,0.015702063,0.018025063,0.018025063,0.017753148,0.017172003,0.01816711,0.017967949
69,0.017728183,0.017728183,0.015758067,0.015758067,0.0141101135,0.014115164,0.014174637,0.0149102835
70,0.016631853,0.016631853,0.015688673,0.015688673,0.015596361,0.014820577,0.015178195,0.015691495
71,0.01364556,0.013992655,0.013653192,0.013653192,0.013517384,0.012927023,0.012921312,0.013248879
72,0.01565783,0.014481045,0.014846355,0.014846355,0.014941363,0.013767816,0.014399486,0.01438479
73,0.018516855,0.014614773,0.017490316,0.017490316,0.016271163,0.016796052,0.016065387,0.016774671
74,0.016627608,0.013291053,0.013136804,0.013136804,0.014026247,0.0135457115,0.014756883,0.014018892
75,0.014173499,0.014173499,0.014771576,0.014771576,0.014650828,0.015504534,0.01572338,0.015425541
76,0.0133272065,0.0133272065,0.015579782,0.015579782,0.015290884,0.015136696,0.013914802,0.013875438
77,0.01595202,0.01595202,0.018394534,0.018394534,0.014563754,0.013969521,0.016434846,0.016153725
78,0.01726902,0.01726902,0.018473206,0.018473206,0.0154505735,0.016272755,0.01728374,0.016209738
79,0.014264824,0.014264824,0.013229835,0.013229835,0.014954215,0.014406376,0.017522434,0.014962634
80,0.012640408,0.012640408,0.017952254,0.017952254,0.014729622,0.0154039245,0.0177739,0.017153548
81,0.014058943,0.014058943,0.015300995,0.015300995,0.014501341,0.014405643,0.014731657,0.02346282
82,0.01306718,0.01306718,0.01501975,0.01501975,0.013988394,0.014052964,0.015161774,0.014395663
83,0.012887245,0.012887245,0.014153558,0.014153558,0.014933965,0.014873542,0.015878027,0.015840307
84,0.016431289,0.016431289,0.015789455,0.015789455,0.014352017,0.015757434,0.016082909,0.016401118
85,0.013055309,0.013055309,0.019383054,0.019383054,0.013257166,0.014152959,0.014879205,0.015031782
86,0.012919223,0.012919223,0.015331044,0.015331044,0.0138252005,0.013895409,0.014198543,0.01429287
87,0.017267175,0.017267175,0.015620054,0.015620054,0.015513031,0.015633406,0.017559847,0.017531818
88,0.013412563,0.013412563,0.019270066,0.019270066,0.015410205,0.015633589,0.016412372,0.018174466
89,0.013668741,0.013668741,0.01571916,0.01571916,0.01340554,0.014897835,0.015830284,0.01610139
90,0.014410269,0.014410269,0.015767416,0.015767416,0.01362935,0.015005053,0.012788379,0.013329317
91,0.013983462,0.01277295,0.015486042,0.014442041,0.014623666,0.014347635,0.014976103,0.014424805
92,0.0133607965,0.0133607965,0.014305422,0.014305422,0.013423394,0.013959815,0.014135998,0.013728861
93,0.012574055,0.014900146,0.01384471,0.01384471,0.013560551,0.0133686,0.012884884,0.012871806
94,0.01435932,0.015262091,0.01724002,0.01724002,0.01459973,0.01452196,0.014477287,0.014267055
95,0.013482907,0.013482907,0.017470302,0.017470302,0.014561606,0.01459998,0.01377161,0.013946851
96,0.014560896,0.015630612,0.015146883,0.014105033,0.013942379,0.014213159,0.013663799,0.013309932
97,0.01429009,0.01429009,0.015137482,0.013846722,0.013942047,0.014458527,0.014670326,0.0133585455
98,0.014654347,0.01626682,0.014877497,0.014877497,0.0145532405,0.014905017,0.014159909,0.014376045
99,0.017064432,0.017064432,0.013625521,0.014537522,0.014834585,0.015316221,0.014730639,0.015219131
100,0.014558744,0.014280831,0.016409941,0.01649313,0.013483705,0.01348072,0.013677152,0.013132738
101,0.01640835,0.01640835,0.018662373,0.018662373,0.01604073,0.015881373,0.015949136,0.015112629
102,0.016586393,0.018193873,0.017429372,0.017429372,0.015947994,0.016639354,0.016317347,0.016234491
103,0.014651348,0.014651348,0.012864509,0.012235819,0.01320631,0.013048179,0.012117802,0.012280318
104,0.01741887,0.01741887,0.01700044,0.016537527,0.015683975,0.016009035,0.01550612,0.015324573
105,0.014767579,0.014767579,0.015809735,0.015809735,0.014192398,0.014389524,0.015577855,0.015873479
106,0.012052456,0.012052456,0.013296529,0.013296529,0.012205124,0.012220377,0.012282025,0.012692417
107,0.011691145,0.011691145,0.014402039,0.014402039,0.011595673,0.01132168,0.012367998,0.01202225
108,0.011873076,0.011873076,0.011393203,0.011393203,0.011480566,0.011251856,0.011067898,0.011028262
109,0.013068702,0.013068702,0.013352253,0.013352253,0.011929082,0.0119330175,0.012913195,0.012590018
110,0.011864559,0.011864559,0.01328482,0.01328482,0.012863562,0.013196426,0.012318757,0.012832051
111,0.01237601,0.01237601,0.013833831,0.013833831,0.012793816,0.012987404,0.012770955,0.01334003
112,0.016244026,0.016244026,0.01610517,0.01610517,0.0151000265,0.015172327,0.015384776,0.015359273
113,0.012793564,0.012793564,0.011853296,0.011853296,0.010742398,0.0111657465,0.011366534,0.011240777
114,0.013004071,0.013004071,0.013162339,0.013162339,0.011941735,0.011903943,0.011592488,0.012210176
115,0.009905304,0.009905304,0.009297807,0.009297807,0.00993691,0.009805703,0.009514515,0.009417471
116,0.009108304,0.009108304,0.009625518,0.009625518,0.008408295,0.0085416045,0.0087529905,0.00878432
117,0.011166433,0.011166433,0.011224082,0.011224082,0.0119846035,0.011417049,0.012023867,0.012317248
118,0.01029175,0.01029175,0.009834431,0.009834431,0.008970945,0.009598526,0.009580567,0.009628972
119,0.012699341,0.012699341,0.01206384,0.01206384,0.011962578,0.012161991,0.012472972,0.012839374
120,0.010226959,0.010226959,0.010062598,0.010062598,0.010254861,0.0104660755,0.010053953,0.010233179
121,0.01270621,0.01270621,0.011951951,0.011951951,0.012239443,0.012187854,0.011668707,0.011513705
122,0.009177176,0.009177176,0.009545192,0.009545192,0.008967017,0.009203541,0.009026053,0.008773673
123,0.010147048,0.010147048,0.011323321,0.011323321,0.011128569,0.01174932,0.010321648,0.010228548
124,0.0111956755,0.0111956755,0.010223677,0.010223677,0.011120758,0.0104736565,0.009769347,0.0097797625
125,0.020770544,0.020770544,0.018561943,0.018561943,0.020315878,0.019491771,0.019699432,0.01948405
126,0.028660405,0.028660405,0.018603664,0.018603664,0.02107657,0.021726409,0.020201104,0.020914685
127,0.02304964,0.02304964,0.014729398,0.014729398,0.017245863,0.017107127,0.017137127,0.017173149
128,0.02051557,0.02051557,0.016509634,0.016509634,0.01698178,0.016320275,0.015854964,0.015959678
129,0.022105608,0.022105608,0.015332793,0.015332793,0.017959995,0.017282493,0.016132249,0.015870161
130,0.020498872,0.020498872,0.01912453,0.01912453,0.019917343,0.020117363,0.019516915,0.019769998
131,0.01789853,0.02797582,0.019205945,0.019205945,0.020674447,0.020307845,0.019524343,0.01911843
132,0.021138966,0.021138966,0.022218747,0.022218747,0.020897739,0.020476893,0.02095048,0.020489296
133,0.018392382,0.018392382,0.019240469,0.019240469,0.018418236,0.01852145,0.017653367,0.018237233
134,0.020437205,0.020437205,0.016777107,0.016777107,0.017205914,0.017404271,0.016889475,0.016951522
135,0.014552769,0.014552769,0.024814535,0.024814535,0.018475875,0.01754749,0.018123925,0.018397797
136,0.022204313,0.013779098,0.018664747,0.018664747,0.015192472,0.015298474,0.015344747,0.015070701
137,0.024004323,0.024004323,0.031380117,0.031380117,0.019723637,0.02028886,0.021823684,0.017527757
138,0.016750285,0.016750285,0.02584764,0.02584764,0.019259164,0.01612559,0.018685104,0.023495037
139,0.015001621,0.015001621,0.01633197,0.01633197,0.014027254,0.013937101,0.014889065,0.014828115
140,0.024183594,0.017351095,0.017383138,0.017383138,0.016029939,0.016963553,0.016572786,0.015443748
141,0.022274652,0.01432778,0.015276505,0.015276505,0.015655547,0.015361778,0.016286245,0.015485081
142,0.023475023,0.023475023,0.019739164,0.019739164,0.013894093,0.015745968,0.018267125,0.015345065
143,0.018638639,0.018638639,0.023528622,0.023528622,0.014607372,0.010976526,0.0155387055,0.012759859
144,0.019868786,0.019868786,0.017745208,0.017745208,0.015202948,0.015475998,0.016040921,0.015657768
